country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,razao_renovavel_fossil_energy,co2_per_unit_energy,variacao_co2_pct,variacao_renewables_share_energy_pp,tendencia_renovaveis_5anos,media_movel_co2_3anos,indice_transicao_preliminar
Argentina,1910,ARG,6748544.0,41644912000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.170003890991211,0.0348899997770786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1911,ARG,6956048.0,42382158000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.333335876464844,-0.0116300005465745,3.3438525199890137,0.023259999230504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1912,ARG,7153812.0,45863510000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,0.0581500008702278,11.3799467086792,0.0814099982380867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1913,ARG,7341005.0,46315956000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4285888671875,0.1395600140094757,30.10078430175781,0.2209700047969818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1914,ARG,7533097.0,41498755000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.52631378173828,0.2442300021648407,61.754150390625,0.4652000069618225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1915,ARG,7730214.0,41740312000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,0.3954200148582458,111.33197784423828,0.8606200218200684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1916,ARG,7932490.0,40529502000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.270263671875,0.604759931564331,184.7313995361328,1.4653799533843994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1917,ARG,8140058.0,37239178000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.476200103759766,0.5931301116943359,252.88641357421875,2.058510065078736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1918,ARG,8354021.0,44097686000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.734458923339844,0.2209699153900146,272.8602294921875,2.27947998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1919,ARG,8579951.0,45710112000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5306094884872437,-0.0348899364471435,261.6087341308594,2.2445900440216064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1920,ARG,8818354.0,49054496000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.834199905395508,0.534980058670044,315.20281982421875,2.7795701026916504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1921,ARG,9069751.0,50306036000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.359827041625977,0.7326898574829102,387.2498779296875,3.5122599601745605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1922,ARG,9334686.0,54296928000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.364234924316406,1.5933098793029783,546.946044921875,5.105569839477539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1923,ARG,9613722.0,60309591000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.211846351623535,0.6745400428771973,601.2354125976562,5.780109882354736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1924,ARG,9901098.0,64989056000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21730422973633,2.093400001525879,795.2158203125,7.873509883880615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1925,ARG,10197065.0,64706426000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.019207000732425,2.442300319671631,1011.64501953125,10.315810203552246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1926,ARG,10501879.0,67810632000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.199546813964844,3.01216983795166,1269.1043701171875,13.327980041503906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1927,ARG,10815805.0,72643125000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68586254119873,1.2909297943115234,1351.624755859375,14.61890983581543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1928,ARG,11139114.0,77168880000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.852822303771973,0.7094297409057617,1376.08251953125,15.328339576721191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1929,ARG,11443159.0,80691912000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.8851099014282227,252.12530517578125,2.8851099014282227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.338395833969116,0.5117206573486328,1384.2384033203125,15.840060234069824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1930,ARG,11726853.0,77359688000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,11.198883056640623,0.3231000900268554,273.5780944824219,3.208209991455078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.185024738311768,-0.6629104614257812,1294.221923828125,15.177149772644045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1931,ARG,11989069.0,71992139000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10.071039199829102,0.3231000900268554,294.5441589355469,3.5313100814819336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59004592895508,4.035611152648926,1602.523193359375,19.21276092529297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1932,ARG,12228636.0,69624828000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,9.149580955505373,0.3231000900268554,315.1954345703125,3.854410171508789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49878215789795,2.5934886932373047,1783.2119140625,21.80624961853028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1933,ARG,12444339.0,72859956000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.382607460021973,0.3231000900268554,335.6956481933594,4.1775102615356445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.053336143493652,0.883880615234375,1823.3294677734373,22.69013023376465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1934,ARG,12663847.0,78659586000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.734273910522461,0.3231000900268554,355.39044189453125,4.5006103515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40902042388916,0.5466098785400391,1834.887939453125,23.236740112304688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1935,ARG,12887227.0,82125024000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.179028511047363,0.3231000900268554,374.3016662597656,4.823710441589356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9519493579864504,0.4535694122314453,1838.2783203125,23.690309524536133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1936,ARG,13114548.0,82689360000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.698164939880371,0.3231000900268554,392.4504699707031,5.146810531616211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.591064453125,2.035249710083008,1961.604736328125,25.72555923461914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1937,ARG,13345878.0,88696750000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6.277676105499268,0.3231000900268554,409.8576965332031,5.469910621643066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.786617755889893,1.4886398315429688,2039.1463623046875,27.21419906616211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1938,ARG,13581288.0,89082484000.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.220043063163757,0.0667352676391601,407.6672058105469,5.536645889282227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.444445610046387,1.2095203399658203,2092.85888671875,28.42371940612793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1939,ARG,13825464.0,92462208000.0,,,,,,,,,,,,,,,,,0.0068628629669547,0.4963929653167724,0.0068628629669547,,,,,,,,,,,,,,,,,,,,,,,,,1.2053375244140625,0.0667352676391601,405.2942504882813,5.603381156921387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.960721969604492,2.5469703674316406,2240.119384765625,30.97068977355957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1940,ARG,14078649.0,93982977000.0,,,,,,,,,,,,,,,,0.0,0.0,0.4874660074710846,0.0068628629669547,,,,,,,,,,,,,,,,,,,,,,,,,1.1909821033477783,0.0667352676391601,402.7457885742188,5.670116424560547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70221710205078,3.314550399780273,2435.264892578125,34.285240173339844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1941,ARG,14341093.0,98812122000.0,,,,,,,,,,,,,,,,0.0,0.0,0.4785453081130981,0.0068628629669547,,,,,,,,,,,,,,,,,,,,,,,,,1.1769731044769287,0.0667357444763183,400.0289306640625,5.736852169036865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85209846496582,2.3492584228515625,2554.51220703125,36.634498596191406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1942,ARG,14613051.0,99962902000.0,,,,,,,,,,,,,,,,300.0,0.0205885879695415,1.8785572052001955,0.0274514518678188,,,,,,,,,,,,,,,,,,,,,,,,,1.1632732152938845,0.0667352676391601,397.1509704589844,5.803587436676025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.682541847229004,2.8144607543945312,2699.5703125,39.44895935058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1943,ARG,14894786.0,99170082000.0,,,,,,,,,,,,,,,,125.0,0.0343143157660961,4.1468048095703125,0.0617657676339149,,,,,,,,,,,,,,,,,,,,,,,,,1.1498968601226809,0.0667352676391601,394.1192932128906,5.8703227043151855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.746459484100342,1.8724288940429688,2774.21826171875,41.321388244628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1944,ARG,15181952.0,110433870000.0,,,,,,,,,,,,,,,,-44.44444274902344,-0.0274514518678188,2.260204553604126,0.0343143157660961,,,,,,,,,,,,,,,,,,,,,,,,,1.1368244886398315,0.0667352676391601,391.0602416992188,5.937057971954346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.420488119125366,-1.0001792907714844,2655.864501953125,40.32120895385742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1945,ARG,15474655.0,106852770000.0,,,,,,,,,,,,,,,,-40.0,-0.0137257259339094,1.3304716348648071,0.0205885898321867,,,,,,,,,,,,,,,,,,,,,,,,,1.1240460872650146,0.0667352676391601,387.9758911132813,6.003793239593506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.566774368286133,-2.244590759277344,2460.579345703125,38.07661819458008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1946,ARG,15773001.0,116403144000.0,,,,,,,,,,,,,,,,0.0,0.0,1.3053058385849,0.0205885898321867,,,,,,,,,,,,,,,,,,,,,,,,,1.1115517616271973,0.0667352676391601,384.8683166503906,6.070528507232666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.102006912231444,-3.465736389160156,2194.311767578125,34.61088180541992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1947,ARG,16077098.0,129321504000.0,,,,,,,,,,,,,,,,366.6666259765625,0.0754914879798889,5.976207733154297,0.0960800796747207,,,,,,,,,,,,,,,,,,,,,,,,,3.003529787063598,0.1823301315307617,388.9295654296875,6.252858638763428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.040319919586182,1.7444992065429688,2261.31494140625,36.35538101196289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1948,ARG,16387059.0,136522204000.0,,,,,,,,,,,,,,,,28.57143211364746,0.0274514555931091,7.53835916519165,0.1235315352678299,,,,,,,,,,,,,,,,,,,,,,,,,-23.327617645263672,-1.4586429595947266,292.5610656738281,4.794215679168701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.301975250244141,2.291107177734375,2358.35400390625,38.64648818969727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1949,ARG,16700599.0,134649165000.0,,,,,,,,,,,,,,,,0.0,0.0,7.396832466125488,0.1235315352678299,,,,,,,,,,,,,,,,,,,,,,,,,48.54586791992188,2.3273935317993164,426.4283752441406,7.121609210968018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.738481044769287,-1.0583267211914062,2250.707275390625,37.58816146850586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1950,ARG,17018032.0,136328020367.0,,,,,,,,,,,,,,,,44.44443893432617,0.054902896285057,10.485021591186523,0.1784344315528869,,,,,,,,,,,,,,,,,,,,,,,,,13.704825401306152,0.976004123687744,475.8255004882813,8.097613334655762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.867565631866455,1.4537467956542969,2294.1494140625,39.04190826416016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1951,ARG,17356467.0,141645225769.0,,,,,,,,,,,,,,,,53.84616470336914,0.0960800945758819,15.81626796722412,0.2745145261287689,,,,,,,,,,,,,,,,,,,,,,,,,9.933773040771484,0.8043985366821289,512.89306640625,8.90201187133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.289546489715576,1.6747207641601562,2345.9052734375,40.71662902832031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
