cluster_transicao,nome_sugerido,score_baixo_carbono_z,score_fossil_z,score_indice_transicao_z,regra_aplicada,variaveis_acima_media,variaveis_abaixo_media
0,Perfil intermediario,-0.14678432686606227,0.11581835505645761,-0.22416833915608644,Indicadores proximos da media geral ou combinacao mista de sinais.,energy_per_gdp (2.50 dp); energy_per_capita (2.03 dp); fossil_share_energy (0.34 dp),low_carbon_share_energy (-0.34 dp)
1,Perfil fossil-intensivo,-0.8800885891169898,0.8937989432492405,-0.9375460305603766,"Indicadores fosseis e/ou intensidade de carbono acima da media, com baixo carbono sem destaque positivo.",fossil_share_elec (0.98 dp); carbon_intensity_elec (0.95 dp); fossil_share_energy (0.74 dp),low_carbon_share_elec (-0.98 dp); renewables_share_elec (-0.98 dp); indice_transicao_preliminar (-0.94 dp); renewables_share_energy (-0.76 dp)
2,Perfil renovavel/baixo carbono,0.8657677186225812,-0.8587179030480616,0.8452629065485908,"Indicadores renovaveis e de baixo carbono acima da media, sem destaque fossil equivalente.",low_carbon_share_energy (0.91 dp); renewables_share_energy (0.91 dp); indice_transicao_preliminar (0.85 dp); low_carbon_share_elec (0.84 dp),fossil_share_energy (-0.91 dp); fossil_share_elec (-0.84 dp); carbon_intensity_elec (-0.83 dp); energy_per_gdp (-0.49 dp)
